NOME,APELIDO,ID,FOTO,NOMES_CIENTIFICOS,N_SEMENTES_G,N_DIAS_GERMINACAO,NECESSIDADE_HA,CICLO_DIAS_INV,CICLO_DIAS_VER,ESPACAMENTO_LINHA_PLANTAS,EPOCA_PLANTIO_R1,EPOCA_PLANTIO_R2,EPOCA_PLANTIO_R3,DESCRICAO,TAMANHO
Melão Híbrido,ROCK CANTALOUPE,938,"","[""Melon Hybrid Rock Cantaloupe"", ""Melon Hibrido Rock Cantaloupe"", ""Cucumis melo""]",30,4 - 8,0.30KG,"",,150 x 150,R1 Mar - Out,R2 Ago - Fev,R3 Ago - Jan,"Formato redondo ovalado, com alta uniformidade.Extrafirme. Produtivo e com frutos muito firmes.",
Melão,IMPERIAL 45,180,"","[""Melon Imperial 45"", ""Melon Imperial 45"", ""Cucumis melo""]",50,4 - 8,0.200KG,"",,150 x 150,R1 Mar - Out,R2 Ago - Fev,R3 Ago - Jan,Frutos redondos de casca alaranjada com rendas brancas.Indicado para plantio em hortas domésticas.,
Melão,GAÚCHO (CAIPIRA),181,"","[""Melon Gaucho"", ""Melon Gaucho"", ""Cucumis melo""]",30,4 - 8,0.450KG,"",,150 x 150,R1 Mar - Out,R2 Ago - Fev,R3 Ago - Jan,Frutos cilíndricos de cor alaranjada com gomos longitudi-nais. Indicado para plantio em hortas domésticas. ,
Melão,GAÚCHO REDONDO,182,"","[""Melon Round Gaucho"", ""Melon Gaucho Redondo"", ""Cucumis melo""]",30,4 - 8,0.450KG,"",,150 x 150,R1 Mar - Out,R2 Ago - Fev,R3 Ago - Jan,Frutos arredondados com gomos longitudinais de coralaranjada. Indicado para plantios em hortas domésticas.,
Melão,ELDORADO 300,184,"","[""Melon Eldorado (Spanish)"", ""Melon Eldorado (Español)"", ""Cucumis melo""]",40,4 - 8,0.350KG,"",,150 x 150,R1 Mar - Out,R2 Ago - Fev,R3 Ago - Jan,Frutos redondos ovalados de casca amarela e polpa verde-clara. Resistente ao transporte.,
Milho-Verde Híbrido,ITAPUÃ 700,509,"","[""Green-Corn Hybrid Itapuã 700"", ""Maiz-verde Hibrido Itapuã 700"", ""Zea mays""]",3,4 - 7,25.00KG,"",,100 x 28,R1 Out - Abr,R2 Out - Abr,R3 Set - Dez,Grãos amarelos. Para plantio em horta doméstica econsumo industrial.,
Milho-Pipoca Híbrido,ITAPUÃ 900,510,"","[""Popcorn Hybrid Itapuã 900"", ""Maiz-Pisingallo Hibrido Itapuã 900"", ""Zea mays""]",8,4 - 7,18.000KG,"",,80 x 25,R1 Out - Abr,R2 Out - Abr,R3 Set - Dez,Grãos alaranjados. Para plantio em horta doméstica e consumo industrial.,
Milho-Doce,SUPER DOCE (TIPO HAVAÍ),506,"","[""Sweet-Corn Super Sweet"", ""Maiz-Dulce Super Dulce"", ""Zea mays L.""]",7,4 - 7,20.00KG,"",,100 x 25,R1 Set - Abr,R2 Set - Abr,R3 Ago - Jan,Para uso doméstico. Grão amarelo-claro.,
Milho-Pipoca,AMERICANO,508,"","[""Popcorn American"", ""Maiz-Pisingallo"", ""Zea mays L.""]",8,4 - 7,15.000KG,"",,100 x 25,R1 Set - Abr,R2 Set - Abr,R3 Ago - Jan,Grão amarelo. Uso horta doméstica.,
Morango,ORNAMENTAL SILVESTRE,185,"","[""Strawberry Wild"", ""Fresa Ornamental Silvestre"", ""Fragaria vesca semperflorens""]",2900,7 - 28,0.300KG,"",,20 x 20,R1 Todo ano,R2 Ago - Abr,R3 Set - Mar,Frutos redondos ovalados de cor vermelha com ótimo sabor.,
Morango,SENSAÇÃO,188,"","[""Strawberry Sensação"", ""Fresa Sensação"", ""Fragaria vesca""]",2000,7 - 14,0.30KG,"",,20 x 20,R1 Todo ano,R2 Ago - Abr,R3 Set - Mar,"Frutos grandes, vermelhos e saborosos. Planta perene para plantio em hortas domésticas e vasos.",
Mostarda,LISA,186,"","[""Mustard Florida Broad Leaf"", ""Mostanza Florida Lisa"", ""Brassica juncea""]",600,5 - 7,0.50KG,"",,40 x 30,R1 Abr - Ago,R2 Mar - Out,R3 Fev - Nov,Folhas lisa de cor verde-clara. Indicados para plantio no inverno e verão.,
Mostarda,CRESPA,187,"","[""Mustard Southern Giant Curled"", ""Mostanza Crespa"", ""Brassica juncea""]",600,5 - 7,0.50KG,"",,40 x 30,R1 Abr - Ago,R2 Mar - Out,R3 Fev - Nov,Folhas crespas de cor verde. Indicados para plantio no inverno e verão.,
Nabo Híbrido,REDONDO GOTA BRANCA,190,"","[""Turnip White Globe Hybrid"", ""Nabo Redondo Blanco Híbrido"", ""Brassica rapa""]",500,4 - 10,2.00KG,"",,30 x 10,R1 Mai - Jul,R2 Mar - Out,R3 Fev - Nov,Raiz globular achatada de cor branca. Resistente ao racha-mento e a doenças viróticas.,
Nabo Híbrido,MINOWASE CHO-UM KOBAYASHI,194,"","[""Radish Minowase Hybrid"", ""Rabano Minowase Hibrido"", ""Raphanus sativus var. acanthioformis""]",60,4 - 10,3.300KG,"",,50 x 20,R1 Mai - Jul,R2 Mar - Out,R3 Fev - Nov,Raiz cilíndrica de cor branca.,
Nabo,JAPONÊS MINOWASE (RABANO),192,"","[""Radish Minowase"", ""Nabo Japonês Minowase"", ""Raphanus sativus var. acanthioformis""]",70,4 - 10,11.00KG,"",,30 x 10,R1 Mai - Jul,R2 Mar - Out,R3 Fev - Nov,Raiz cilíndrica de cor branca. Indicado para plantio no verão e inverno.,
Nabo Redondo,BRANCO COLO ROSADO,193,"","[""Turnip Early Purple Top White Globe"", ""Nabo Redondo Blanco Cumbre Purpura"", ""Brassica rapa""]",510,5 - 7,1.5KG,"",,30 x 10,R1 Mai - Jul,R2 Mar - Out,R3 Fev - Nov,"Raízes globulares brancas com roxo no topo (colo da raiz).Indicado para alimentação humana em sopas e saladas e para animais, frescas ou silagem. ",
Pepino Híbrido,GREEN PICK,198,"","[""Cucumber Hybrid Green Pick"", ""Pepino Hibrido Green Pick"", ""Cucumis sativus""]",37,4 - 8,0.300KG,"",,200 x 100,R1 Mar - Out,R2 Ago - Fev,R3 Ago - Fev,"Formato cilíndrico e uniforme de cor verde-escura brilhante e pouco espinho. Planta vigorosa, resistente de A, PM e DM. Planta indeterminada e monoico, usado nas indústrias ou consumo in natura. ",
Pepino Híbrido,PIONEIRO PARA CONSERVA,200,"","[""Cucumber Pioneer Hybrid"", ""Pepino Hibrido Pionero"", ""Cucumis sativus""]",35,4 - 8,0.60KG,"",,200 x 100,R1 Mar - Out,R2 Ago - Fev,R3 Ago - Fev,Frutos indicados para conserva/indústria.Resistente ao CMV e Míldio.,
Pepino Híbrido,SALADA SAGRO SAIS,202,"","[""Cucumber Hibrid Sagro"", ""Pepino Hibrido Sagro"", ""Cucumis sativus""]",45,4 - 8,0.60KG,"",,200 x 100,R1 Mar - Out,R2 Ago - Fev,R3 Ago - Fev,"Apresenta frutos firmes, de cor verde-escura.Resistente ao CMV e Oídio.",
Pepino Híbrido,NAGAI JAPONÊS,944,"","[""Cucumber Hybrid Nagai Japanese"", ""Pepino Híbrido Nagai Japonés"", ""Cucumis sativus""]",35,4 - 8,1.200KG,"",,120 x 50,R1 Todo ano,R2 Ago - Fev,R3 Ago - Fev,Pode ser cultivado em campo aberto devido à sua rustici-dade. Coloração verde brilhante. Alta tolerância ao calor.,
Pepino Híbrido,MAESTRO,945,"","[""Cucumber Hybrid Maestro "", ""Pepino Hibrido Maestro"", ""Cucumis sativus""]",35,4 - 8,0.60KG,"",,200 x 100,R1 Todo ano ,R2 Ago - Fev,R3 Ago - Fev,Monoico. Utilizados para indústria ou consumo in natura. Coloração verde-escura. Múltipla resistência a vírus. Não necessita de polinizador. Planta muito produtiva com frutos uniformes.,
Pepino Híbrido,TARGA,946,"","[""Cucumber Hybrid Targa "", ""Pepino Hibrido Targa "", ""Cucumis sativus""]",38,4 - 8,0.250KG,"",,200 x 100,R1 Todo ano ,R2 Ago - Fev,R3 Ago - Fev,"Tipo salada. Frutos cilíndricos, verde escuros, alguns espi-nhos brancos e uniformes. Altamente produtivo. Adapta-se aos diferentes sistemas de cultivo.",
Pepino,AODAI MELHORADO,195,"","[""Cucumber Aodai"", ""Pepino Aodai"", ""Cucumis sativus""]",45,4 - 8,0.60KG,"",,200 x 100,R1 Mar - Out,R2 Ago - Mar,R3 Ago - Fev,Frutos de cor verde-escura com pontas obtusas. Indicados para saladas.,
Pepino,BRANCO MEIO-COMPRIDO,196,"","[""Cucumber White Wonder"", ""Pepino Blanco"", ""Cucumis sativus""]",45,4 - 8,0.60KG,"",,200 x 100,R1 Mar - Out,R2 Ago - Mar,R3 Ago - Fev,"Frutos de cor branco-amarelada. Indicados para conserva, quando colhido mais cedo, e usados em saladas quando colhidos mais tarde.",
Pepino,VERDE COMPRIDO,197,"","[""Cucumber Straight Eight"", ""Pepino Verde Largo"", ""Cucumis sativus""]",45,4 - 8,0.60KG,"",,200 x 100,R1 Mar - Out,R2 Ago - Mar,R3 Ago - Fev,Frutos de cor verde com espinhos brancos. Indicados para consumo em saladas.,
Pepino,CONSERVA WISCOSIN SMR 18,199,"","[""Cucumber Wisconsin SMR 18"", ""Pepino Wisconsin SMR 18"", ""Cucumis sativus""]",45,4 - 8,0.60KG,"",,200 x 100,R1 Mar - Out,R2 Ago - Mar,R3 Ago - Fev,Frutos de cor verde-escura com espinhos pretos. Resistente à Sarna e ao Mosaico. Utilizado para consumo em conservas.,
Pepino,CAIPIRA,201,"","[""Cucumber Caipira"", ""Pepino Caipira"", ""Cucumis sativus""]",45,4 - 8,0.60KG,"",,200 x 100,R1 Mar - Out,R2 Ago - Mar,R3 Ago - Fev,"Frutos de cor verde-clara. Quando colhidos precoce, usados na conserva e tardio para salada.",
Pimenta Híbrida,GRISÚ DEDO DE MOÇA,221,"","[""Hot pepper Grisu F1"", ""Pimiento Grisu F1"", ""Capsicum frutescens""]",120,7 - 14,0.450KG,"",,80 x 50,R1 Mar - Out,R2 Ago - Jan,R3 Ago - Jan,"Frutos do tipo cônico, uniformes de polpa espessa.Cor de verde a vermelha. Alta resistência ao TMV1 e 2.",
Pimenta Híbrida,IBATÉ ALONGADA DOCE,951,"","[""Pepper Hybrid Ibaté Alongated Sweet"", ""Pimiento Híbrido Ibaté Alargado Dulce"", ""Capsicum annuum""]",130,7 - 14,0.200KG,"",,120 x 60,R1 Mar - Out,R2 Ago - Dez,R3 Ago - Dez,"Boa conservação pós-colheita, uniformidade, sabor e produtividade. Formato muito bonito, de coloração verde-escuraa vermelho atrativo. Bom rendimento de elevada qualidadedos frutos.",
Pimenta Híbrida,IBIRAJA JALAPENHO,965,"","[""Hot Pepper Hybrid Ibiraja Jalapenho"", ""Pimiento Hibrido Ibiraja Jalapenho"", ""Capsicum annuum""]",100,7 - 14,0.300KG,"",,120 x 60,R1 Mar - Out,R2 Ago - Dez,R3 Ago - Dez,Jalapenho tradicional. Uniformidade e coloraçãovermelha atrativa. Resistente ao TMV.,
Pimenta Híbrida,JUPIRA JALAPENHO,966,"","[""Hot Pepper Hybrid Jupira Jalapenho"", ""Pimiento Hibrido Jupira Jalapenho"", ""Capsicum annuum""]",115,7 - 14,0.250KG,"",,120 x 60,R1 Mar - Out,R2 Ago - Dez,R3 Ago - Dez,"Jalapenho com tamanho levemente superior, para usoindustrial e mercado fresco. Alta produtividade e tolerânciaao florecimento com oscilações de temperatura. Resistenteao TMV.",
Pimenta Híbrida,GUARACIABA JALAPENHO,967,"","[""Hot Pepper Hybrid Guaraciaba Jalapenho"", ""Pimiento Hibrido Guaraciaba Jalapenho"", ""Capsicum annuum""]",150,7 - 14,0.200KG,"",,120 x 60,R1 Mar - Out,R2 Ago - Dez,R3 Ago - Dez,"Coloração verde-limão, laranja e vermelha. Muito atrativapara mercados diferenciados. Resistente ao TMV.",
Pimenta Híbrida,HOT CHOCOLATE,984,"","[""Hot Pepper Hybrid Hot Chocolate"", ""Pimiento Hibrido Hot Chocolate"", ""Capsicum annuum""]",100,7 - 14,0.300KG,"",,120 x 60,R1 Mar - Out,R2 Ago - Dez,R3 Ago - Dez,"Frutos de tamanho médio/longo, paredes grossas,bastante pungente. Fruto verde e marrom (tipo chocolate)na maturação.",
Pimenta Híbrida,HOT SUPREMA,985,"","[""Hot Pepper Hybrid Hot Suprema"", ""Pimiento Hibrido Hot Suprema"", ""Capsicum annuum""]",150,7 - 14,0.200KG,"",,120 x 60,R1 Mar - Out,R2 Ago - Dez,R3 Ago - Dez,"Frutos com polpa muito espessa, bastante picante e saborcítrico. Resistente à BLSR2.",
Pimenta Híbrida,IBIUNA,986,"","[""Hot Pepper Hybrid Ibiuna"", ""Pimiento Hibrido Ibiuna"", ""Capsicum annuum""]",165,7 - 14,0.200KG,"",,120 x 60,R1 Mar - Out,R2 Ago - Dez,R3 Ago - Dez,"Tipo jalapenho, formato mais largo e mais curto. Umexcelente produto de coloração verde-limão, amarela evermelha. Tanto para venda in natura (bom para rechear)quanto indústria.",
Pimenta Híbrida,CAPPERINO,981,"","[""Hot Pepper Hybrid Capperino"", ""Pimiento Hibrido Capperino"", ""Capsicum annuum""]",122,7 - 14,0.250KG,"",,120 x 60,R1 Mar - Out,R2 Ago - Dez,R3 Ago - Dez,"Planta compacta, adequada para cultivo em campo aberto eestufas. Fruto com parede grossa, coloração verde-escura evermelho brilhante na maturação. Resistente ao PMMoV.Planta compacta, adequada para cultivo em campo aberto,",
Pimenta Híbrida,COCCINELA,982,"","[""Hot Pepper Hybrid Coccinela"", ""Pimiento Hibrido Coccinela"", ""Capsicum annuum""]",157,7 - 14,0.200KG,"",,120 x 60,R1 Mar - Out,R2 Ago - Dez,R3 Ago - Dez,"estufas e ornamental. Frutos redondos uniformes decoloração verde escura e vermelho intenso na maturação.Resistente ao PMMoV.Planta compacta, adequada para cultivo em campo aberto,",
Pimenta Híbrida,PEPPINO,983,"","[""Hot Pepper Hybrid Peppino"", ""Pimiento Hibrido Peppino"", ""Capsicum annuum""]",145,7 - 14,0.200KG,"",,120 x 60,R1 Mar - Out,R2 Ago - Dez,R3 Ago - Dez,estufas e ornamental. Alta precocidade. Resistente aoPMMoV.,
Pimenta,BHUT JOLOKIA AIMORÉ,980,"","[""Hot Pepper Bhut Jolokia Aimoré"", ""Pimiento Bhut Jolokia Aimoré"", ""Capsicum annuum""]",230,7 - 14,0.200KG,"",,80 x 50,R1 Mar - Out,R2 Ago - Dez,R3 Ago - Dez,"Planta de porte alto e vigorosa. Frutos de formatosubcônica, a superfície é áspera e irregular de coloraçãovermelha. Frutos altamente picantes e utilização culinária.",
Pimenta,AIRETAMA BIQUINHO,968,"","[""Hot Pepper Airetama Biquinho"", ""Pimiento Airetama Biquinho"", ""Capsicum annuum""]",350,7 - 14,0.100KG,"",,120 x 80,R1 Mar - Out,R2 Ago - Dez,R3 Ago - Dez,Ausência de pungência. Coloração verde a amarela.Frutos saborosos e crocantes.,
Pimenta,BRS MOEMA (BIQUINHO),969,"","[""Pepper BRS Moema (biquinho)"", ""Pimiento BRS Moema (biquinho)"", ""Capsicum annuum""]",380,7 - 14,0.200KG,"",,80 x 50,R1 Mar - Out,R2 Ago - Dez,R3 Ago - Dez,"Apresenta alta sanidade e uniformidade de plantas.Potencial tanto para mercado de frutos frescos como para oprocessamento de conservas. Frutos saborosos, aromáticose crocantes. Ausência de pungência. Resistente à PYWV e N.",
Pimenta,IRACEMA BIQUINHO VERMELHA,970,"","[""Pepper Iracema Biquinho"", ""Pimento Iracema Biquinho"", ""Capsicum chinense""]",380,7 - 14,0.150KG,"",,120 x 80,R1 Mar - Out,R2 Ago - Dez,R3 Ago - Dez,Coloração verde (imaturos) e vermelha (maduros).Ausência de pungência. Frutos saborosos e crocantes.,
Pimenta,ARARI BODE AMARELA,971,"","[""Hot Pepper Arari Bode"", ""Pimiento Arari Bode"", ""Capsicum chinese""]",300,7 - 14,0.150KG,"",,120 x 60,R1 Mar - Out,R2 Ago - Dez,R3 Ago - Dez,Frutos pequenos e arredondados. Coloração verde eamarela. Frutos bastante picantes 90 - 100 mil (*SHU).,
Pimenta,TUPÃ BODE VERMELHA,972,"","[""Hot Pepper Tupã Bode"", ""Pimiento Tupã Bode"", ""Capsicum chinese""]",200,7 - 14,0.250KG,"",,120 x 60,R1 Mar - Out,R2 Ago - Dez,R3 Ago - Dez,Frutos pequenos e arredondados. Coloração verde a vermelhos. Frutos bastante picantes 90 - 100 mil (*SHU).,
Pimenta,BRS SERIEMA (BODE),978,"","[""Hot Pepper BRS Seriema (bode)"", ""Pimiento BRS Seriema (bode)"", ""Capsicum annuum""]",220,7 - 14,0.200KG,"",,120 x 60,R1 Mar - Out,R2 Ago - Dez,R3 Ago - Dez,"Apresenta boa produtividade e frutos pequenos, próprios paraprocessamento em conservas. Alto grau de uniformidade dasplantas e dos frutos. Tipo bode, saborosa e aromática. Frutosbastante picantes 90 - 100 mil (*SHU). Resistente ao TSWV e N.",
Pimenta,GUARACI CUMARI DO PARÁ,974,"","[""Hot Pepper Guaraci Cumari do Pará"", ""Pimiento Guaraci Cumari do Pará"", ""Capsicum annuum""]",300,7 - 14,0.35KG,"",,120 x 60,R1 Mar - Out,R2 Ago - Dez,R3 Ago - Dez,"Fruto aromático e altamente picante. Planta forte e produ-tiva, fruto amarelo.",
Pimenta,DE CHEIRO ACEMIRA,979,"","[""Hot Pepper Acemira"", ""Pimiento Acemira"", ""Capsicum annuum""]",150,7 - 14,0.24KG,"",,120 x 60,R1 Mar - Out,R2 Ago - Dez,R3 Ago - Dez,"Planta bastante rústica e produtiva. Frutos aromáticos de formato cônico, coloração verde-clara tornando-se alaran-jados quando maduros.",
Pimenta,DE CAYENNE,205,"","[""Hot Pepper Cayenne"", ""Pimiento Picante Cayenne"", ""Capsicum frutescens""]",200,7 - 14,0.60KG,"",,80 x 50,R1 Mar - Out,R2 Ago - Jan,R3 ago - Jan,Fruto cônico alongado de casca verde-avermelhada.,
Pimenta,BRS MARI (DEDO-DE-MOÇA),977,"","[""Hot Pepper BRS Mari (dedo-de-moça)"", ""Pimiento BRS Mari (dedo-de-moça)"", ""Capsicum annuum""]",205,7 - 14,0.350KG,"",,80 x 50,R1 Mar - Out,R2 Ago - Dez,R3 Ago - Dez,Alta produtividade e excelente uniformidade de planta e frutos. Seus frutos podem ser utilizados tanto para consumo fresco como para processamento na forma de molhos líqui-dos e desidratados. Elevada pungência 96 mil (*SHU).,
Pimenta,ITAGIBA HABANERO AMARELA,975,"","[""Hot Pepper Itagiba"", ""Pimiento Itagiba Habanero"", ""Capsicum annuum""]",200,7 - 14,0.50KG,"",,120 x 60,R1 Mar - Out,R2 Ago - Dez,R3 Ago - Dez,Frutos de formato enrugado. Coloração pode atingir tonsde laranja quando maduro. Frutos muito picantes.,
Pimenta,BOYRA HABANERO VERMELHA,976,"","[""Hot Pepper Boyra Habanero Red"", ""Pimiento Picante Boyra Habanero Rojo"", ""Capsicum chinense""]",250,7 - 14,0.150KG,"",,120 x 80,R1 Mar - Out,R2 Ago - Dez,R3 Ago - Dez,Frutos de formato enrugado. Frutos muito picantes.,
Pimenta,IBERABA JALAPENHO,973,"","[""Hot Pepper Iberaba Jalapenho"", ""Pimiento Iberaba Jalapenho"", ""Capsicum annuum""]",175,7 - 14,0.350KG,"",,120 x 60,R1 Mar - Out,R2 Ago - Dez,R3 Ago - Dez,Jalapenho tradicional. Planta muito produtiva. ,
Pimenta,MALAGUETA,218,"","[""Hot Pepper Malagueta"", ""Pimiento Picante Malagueta"", ""Capsicum frutescens""]",200,7 - 14,0.450KG,"",,80 x 50,R1 Mar - Out,R2 Ago - Dez,R3 Ago - Dez,Fruto cônico alongado de casca verde a vermelha.,
Pimenta,PIRÂMIDE ORNAMENTAL,203,"","[""Hot Pepper Pyramid"", ""Pimiento Pirámide Ornamental"", ""Capsicum frutescens""]",200,7 - 14,0.90KG,"",,(Vasos) 15 x 15,R1 Mar - Out,R2 Ago - Jan,R3 Ago - Jan,"Fruto cônico de casca verde, amarela, vermelha e roxa. Plantas bem compactas com frutos. Ideal para vasos. Frutos picantes e bem coloridos.",
Pimenta,ESPAGUETINHO ORNAMENTAL,219,"","[""Hot Pepper Octopus"", ""Pimiento Pulpo Ornamental"", ""Capsicum frutescens""]",164,7 - 14,0.90KG,"",,(Vasos) 15 x 15,R1 Mar - Out,R2 Ago - Jan,R3 Ago - Jan,Plantas bem compactas e com muitos frutos. Fruto adoci-cado. Apropriado para cultivo em vaso. Grau de pungência 500 Scoville.,
Pimenta,STROMBOLI ORNAMENTAL,963,"","[""Hot Pepper Stromboli Ornamental"", ""Pimiento Stromboli Ornamental"", ""Capsicum annuum""]",270,7 - 14,0.150KG,"",,120 x 60,R1 Mar - Out,R2 Ago - Jan,R3 Ago - Jan,Planta para cultivo ornamental. Frutos comestíveis de cor laranja. Planta compacta. Resistente a doenças.,
Pimenta,ETNA ORNAMENTAL,964,"","[""Hot Pepper Etna"", ""Pimiento Picante Etna Ornamental"", ""Capsicum frutescens""]",200,7 - 14,0.150KG,"",,Planta para cultivo ornamental (vasos),R1 Mar - Out,R2 Ago - Jan,R3 Ago - Jan,"Planta para cultivo ornamental. Frutos comestíveis, picantes e de cor vermelha. Planta compacta. Resistente à doenças.",
Pimentão,CHAPÉU DE BISPO - CAMBUCÍ,213,"","[""Sweet Pepper Bishop Hat"", ""Pimiento Dulce Sombrero de Obispo"", ""Capsicum annuum""]",164,7 - 14,0.450KG,"",,80 x 50,R1 Mar - Out,R2 Ago - Jan,R3 Ago - Jan,"Fruto campanulado de casca verde-clara a vermelha.Sabor bastante doce, usado para conserva ou salada.",
Pimentão Híbrido,ANDES KOBAYASHI,204,"","[""Sweet Pepper Hybrid Andes"", ""Pimiento Dulce Hibrido Andes"", ""Capsicum annuum""]",150,7 - 14,0.350KG,"",,80 x 50,R1 Mar - Out,R2 Ago - Jan,R3 Ago - Jan,Fruto de formato piramidal. Polpa grossa. Utilização para salada ou indústria. Cultivo em estufas ou campo aberto.,
Pimentão Híbrido,VERMELHO SAMURAI-SAIS,207,"","[""Sweet Pepper Red Samura"", ""Pimiento Dulce Rojo Samurai"", ""Capsicum annuum""]",150,7 - 14,0.350KG,"",,80 x 50,R1 Mar - Out,R2 Ago - Jan,R3 Ago - Jan,Fruto cilíndrico prismado de cor verde a vermelha. Resistente ao TMV 1 e 2. ,
Pimentão Híbrido,AMARELO SATRAPO-SAIS,208,"","[""Sweet Pepper Yellow Satrapo"", ""Pimiento Dulce Amarillo Satrapo"", ""Capsicum annuum""]",150,7 - 14,0.350KG,"",,80 x 50,R1 Mar - Out,R2 Ago - Jan,R3 Ago - Jan,Tipo de fruto blocky com 4 lombadas de cor verde aamarela. Resistente ao TMV 0.,
Pimentão Híbrido,GREEN BELT,214,"","[""Pepper Sweet Hybrid Green Belt"", ""Pimiento Dulce Hibrido Green Belt"", ""Capsicum anuum""]",150,7 - 14,0.350KG,"",,80 x 50,R1 Mar - Out ,R2 Ago - Jan,R3 Ago - Jan,Fruto de formato cilíndrico. Polpa medianamente grossa. Planta muito vigorosa. Utilização em salada e indústria. Cultivo em estufas e campo aberto.,
Pimentão Híbrido, EXITO,950,"","[""Sweet Pepper Hybrid Triunfo"", ""Pimiento Dulce Híbrido Triunfo"", ""Capsicum anuum""]",135,7 - 14,0.400KG,"",,80 x 50,R1 Mar - Out ,R2 Ago - Jan,R3 Ago - Jan,"Frutos grandes, pesados, retangulares e uniformes, com coloração vermelha na maturidade diferenciada. Planta alta e vigorosa. Produção em estufa e campo aberto. ",
Pimentão Híbrido,SUCESSO,952,"","[""Sweet Pepper Hybrid Sucesso"", ""Pimiento Dulce Hibrido Sucesso"", ""Capsicum annuum ""]",185,7 - 14,0.300KG,"",,80 x 50,R1 Mar - Out ,R2 Ago - Jan,R3 Ago - Jan,"Frutos médios, retangulares, uniformes e pesados de coloração amarela intensa. Planta rústica, forte e vigorosa para cultivo a campo. Planta forte.",
Pimentão Híbrido,TRIUNFO,953,"","[""Sweet Pepper Hybrid Triunfo"", ""Pimiento Dulce Hibrido Triunfo"", ""Capsicum annuum""]",154,7 - 14,0.350KG,"",,80 x 50,R1 Mar - Out ,R2 Ago - Jan,R3 Ago - Jan,"Planta compacta de excelente cobertura folhar e sanidade. Frutos curtos, retangulares, muito uniformes e atrativos, com parede muito espessa.",
Pimentão Híbrido,PROVEITO,954,"","[""Sweet Pepper Hybrid Proveito"", ""Pimiento Dulce Hibrido Proveito"", ""Capsicum annuum ""]",140,7 - 14,0.350KG,"",,80 x 50,R1 Mar - Out ,R2 Ago - Jan,R3 Ago - Jan,"Planta alta, robusta e forte. Muito produtiva.Frutos ¾ Lamuyo. Recomendado para cultivo aberto.",
Pimenta Híbrido,ESPLENDOR,955,"","[""Sweet Pepper Hybrid Esplendor"", ""Pimiento Dulce Hibrido Esplendor"", ""Capsicum annuum ""]",130,7 - 14,0.350KG,"",,80 x 50,R1 Mar - Out ,R2 Ago - Jan,R3 Ago - Jan,"Fruto uniforme, com 2 a 3 lóbulos e polpa espessa.Tamanho especial para novos mercados de cidades grandes. ",
Pimentão,ALL BIG,206,"","[""Sweet Pepper All Big"", ""Pimiento Dulce All Big"", ""Capsicum annuum""]",180,7 - 14,0.500KG,"",,80 x 50,R1 Mar - Out,R2 Ago - Jan,R3 Ago - Jan,Fruto blocky com lombadas de cor verde a vermelha.Muito produtivo.,
Pimentão,CASCA DURA IKEDA,209,"","[""Sweet Pepper Ikeda"", ""Pimiento Dulce Ikeda"", ""Capsicum annuum""]",180,7 - 14,0.500KG,"",,80 x 50,R1 Mar - Out,R2 Ago - Jan,R3 Ago - Jan,Fruto piramidal de cor verde-escura. Resistência a vírus.,
Pimentão,ITAPUÃ 501,210,"","[""Sweet Pepper Itapuã 501"", ""Pimiento Dulce Itapuã 501"", ""Capsicum annuum""]",164,5 - 14,0.450KG,"",,80 x 50,R1 Mar - Out,R2 Ago - Jan,R3 Ago - Jan,Fruto piramidal de casca verde-escura. Tolerante a vírus.,
Pimentão,YOLO WONDER,211,"","[""Sweet Pepper Yolo Wonder"", ""Pimiento Dulce Yolo Wonder"", ""Capsicum annuum""]",164,7 - 14,0.450KG,"",,80 x 50,R1 Mar - Out,R2 Ago - Jan,R3 Ago - Jan,Fruto blocky com 4 lombadas de casca verde-vermelha. Polpa grossa.,
Pimentão,ALONGADO AMARELO (DOCE),212,"","[""Sweet Pepper Yellow long"", ""Pimiento Dulce Amarillo Largo"", ""Capsicum annuum""]",164,7 - 14,0.450KG,"",,80 x 50,R1 Mar - Out,R2 Ago - Jan,R3 Ago - Jan,Fruto cilíndrico de cor verde-clara a amarela.Sabor adocicado.,
Quiabo,SANTA CRUZ 47,215,"","[""Okra Santa Cruz"", ""Quimbombo Santa Cruz"", ""Abelmoschus esculentus""]",17,4 - 21,5.00KG,"",,80 x 50,R1 Mar - Out,R2 Ago - Mar,R3 Ago - Jan,"Fruto cilíndrico de casca verde. Sem fibras, resistência à podridão bacteriana dos frutos.",
Quiabo,CLEMSON AMERICANO 80,216,"","[""Okra Clemson Spineless 80"", ""Quimbombo Clemson Americano 80"", ""Abelmoschus esculentus""]",17,4 - 21,5.00KG,"",,80 x 50,R1 Mar - Out,R2 Ago - Mar,R3 Ago - Jan,Fruto cilíndrico de casca verde.,
Quiabo,AMARELINHO,217,"","[""Okra Little Yellow"", ""Quimbombo Amarillo"", ""Abelmoschus esculentus""]",17,4 - 21,5.00KG,"",,80 x 50,R1 Mar - Out,R2 Ago - Mar,R3 Ago - Jan,Fruto cilíndrico de casca amarela.,
